Flight,Time,Destination,Carrier,Terminal,Gate,Status,Duration
SK3628,17:10,Copenhagen,SAS,,,Scheduled,01:50
NH6181,17:10,Copenhagen,ANA,,,Scheduled,01:50
JP9776,17:10,Copenhagen,Adria Airways,,,Scheduled,01:50
EY4176,17:10,Copenhagen,Etihad Airways,,,Scheduled,01:50
LH0084,17:10,Dusseldorf,Lufthansa,,,Scheduled,01:50
TP7754,17:10,Dusseldorf,TAP Portugal,,,Scheduled,01:50
NH6065,17:10,Dusseldorf,ANA,,,Scheduled,01:50
LH0214,17:10,Dresden,Lufthansa,,,Scheduled,01:50
NH6047,17:10,Dresden,ANA,,,Scheduled,01:50
TP7826,17:10,Dresden,TAP Portugal,,,Scheduled,01:50
UA9588,17:10,Dresden,United Airlines,,,Scheduled,01:50
LH1354,17:10,Wroclaw,Lufthansa,,,Scheduled,01:50
LO5396,17:10,Wroclaw,LOT - Polish Airlines,,,Scheduled,01:50
UA9410,17:10,Wroclaw,United Airlines,,,Scheduled,01:50
LH0132,17:10,Stuttgart,Lufthansa,,,Scheduled,01:50
CA6061,17:10,Stuttgart,Air China,,,Scheduled,01:50
JP9787,17:10,Stuttgart,Adria Airways,,,Scheduled,01:50
UA9174,17:10,Stuttgart,United Airlines,,,Scheduled,01:50
LA8678,17:10,Stuttgart,LATAM Airlines,,,Scheduled,01:50
TP7654,17:10,Stuttgart,TAP Portugal,,,Scheduled,01:50
NH6091,17:10,Stuttgart,ANA,,,Scheduled,01:50
LH0288,17:10,Bologna,Lufthansa,,,Scheduled,01:50
UA9350,17:10,Bologna,United Airlines,,,Scheduled,01:50
NH6125,17:10,Bologna,ANA,,,Scheduled,01:50
LG1433,17:10,Bologna,Luxair,,,Scheduled,01:50
W62312,17:15,Budapest,Wizz Air,,,Scheduled,01:50
LH0114,17:15,Munich,Lufthansa,,,Scheduled,01:50
NH6059,17:15,Munich,ANA,,,Scheduled,01:50
CA6021,17:15,Munich,Air China,,,Scheduled,01:50
LH0148,17:15,Nuremberg,Lufthansa,,,Scheduled,01:50
NH6039,17:15,Nuremberg,ANA,,,Scheduled,01:50
SK8558,17:15,Nuremberg,SAS,,,Scheduled,01:50
CA6077,17:15,Nuremberg,Air China,,,Scheduled,01:50
TP7784,17:15,Nuremberg,TAP Portugal,,,Scheduled,01:50
LA8683,17:15,Nuremberg,LATAM Airlines,,,Scheduled,01:50
UA8732,17:15,Nuremberg,United Airlines,,,Scheduled,01:50
LH0168,17:15,Berlin,Lufthansa,,,Scheduled,01:50
TP7708,17:15,Berlin,TAP Portugal,,,Scheduled,01:50
OU5460,17:15,Berlin,Croatia Airlines,,,Scheduled,01:50
LH0936,17:15,London,Lufthansa,,,Scheduled,01:50
NH5863,17:15,London,ANA,,,Scheduled,01:50
LH0396,17:20,Luxembourg,Lufthansa,,,Scheduled,01:50
NH7876,17:20,Luxembourg,ANA,,,Scheduled,01:50
LG1906,17:20,Luxembourg,Luxair,,,Scheduled,01:50
LH0356,17:20,Bremen,Lufthansa,,,Scheduled,01:50
LA8674,17:20,Bremen,LATAM Airlines,,,Scheduled,01:50
UA9347,17:20,Bremen,United Airlines,,,Scheduled,01:50
TP7748,17:20,Bremen,TAP Portugal,,,Scheduled,01:50
NH6031,17:20,Bremen,ANA,,,Scheduled,01:50
LG1449,17:20,Bremen,Luxair,,,Scheduled,01:50
LH0720,17:20,Beijing,Lufthansa,,,Scheduled,01:50
CA6220,17:20,Beijing,Air China,,,Scheduled,01:50
LH1224,17:20,Geneva,Lufthansa,,,Scheduled,01:50
NH6107,17:20,Geneva,ANA,,,Scheduled,01:50
LX3671,17:20,Geneva,SWISS,,,Scheduled,01:50
LH1018,17:25,Brussels,Lufthansa,,,Scheduled,01:50
SN7010,17:25,Brussels,Brussels Airlines,,,Scheduled,01:50
NH6171,17:25,Brussels,ANA,,,Scheduled,01:50
LH0054,17:25,Hanover,Lufthansa,,,Scheduled,01:50
LA8676,17:25,Hanover,LATAM Airlines,,,Scheduled,01:50
UA9334,17:25,Hanover,United Airlines,,,Scheduled,01:50
TP7804,17:25,Hanover,TAP Portugal,,,Scheduled,01:50
NH6043,17:25,Hanover,ANA,,,Scheduled,01:50
CA6055,17:25,Hanover,Air China,,,Scheduled,01:50
UA0927,17:25,San Francisco,United Airlines,,,Scheduled,01:50
NZ9803,17:25,San Francisco,Air New Zealand,,,Scheduled,01:50
LH9126,17:25,San Francisco,Lufthansa,,,Scheduled,01:50
AC5031,17:25,San Francisco,Air Canada,,,Scheduled,01:50
SK0638,17:30,Stockholm,SAS,,,Scheduled,01:50
OU5662,17:30,Stockholm,Croatia Airlines,,,Scheduled,01:50
LH6228,17:30,Stockholm,Lufthansa,,,Scheduled,01:50
EY7463,17:30,Stockholm,Etihad Airways,,,Scheduled,01:50
CA6896,17:30,Stockholm,Air China,,,Scheduled,01:50
LH0404,17:30,New York,Lufthansa,,,Scheduled,01:50
UA8843,17:30,New York,United Airlines,,,Scheduled,01:50
SN7232,17:30,New York,Brussels Airlines,,,Scheduled,01:50
LX1075,17:30,Zurich,SWISS,,,Scheduled,01:50
LH5776,17:30,Zurich,Lufthansa,,,Scheduled,01:50
LH1206,17:35,Basel", Switzerland/Mulhouse,Lufthansa,,,Scheduled,01:50
SK3106,17:35,Basel", Switzerland/Mulhouse,SAS,,,Scheduled,01:50
NH6109,17:35,Basel", Switzerland/Mulhouse,ANA,,,Scheduled,01:50
UA9313,17:35,Basel", Switzerland/Mulhouse,United Airlines,,,Scheduled,01:50
LX3915,17:35,Basel", Switzerland/Mulhouse,SWISS,,,Scheduled,01:50
OZ0542,17:35,Seoul,Asiana Airlines,,,Scheduled,01:50
LH8370,17:35,Mumbai,Lufthansa,,,Scheduled,01:50
LH0066,17:35,Muenster,Lufthansa,,,Scheduled,01:50
NH6079,17:35,Muenster,ANA,,,Scheduled,01:50
TP7864,17:35,Muenster,TAP Portugal,,,Scheduled,01:50
UA9089,17:35,Muenster,United Airlines,,,Scheduled,01:50
BA0909,17:40,London,British Airways,,,Scheduled,01:50
JL7820,17:40,London,JAL,,,Scheduled,01:50
LH0998,17:40,Amsterdam,Lufthansa,,,Scheduled,01:50
LH1046,17:40,Paris,Lufthansa,,,Scheduled,01:50
NH6017,17:40,Paris,ANA,,,Scheduled,01:50
SU2657,17:40,Moscow,Aeroflot,,,Scheduled,01:50
LH0712,17:40,Seoul,Lufthansa,,,Scheduled,01:50
LH0256,17:40,Milan,Lufthansa,,,Scheduled,01:50
NH6095,17:40,Milan,ANA,,,Scheduled,01:50
AF1319,17:45,Paris,Air France,,,Scheduled,01:50
MU8620,17:45,Paris,China Eastern Airlines,,,Scheduled,01:50
UU8319,17:45,Paris,Air Austral,,,Scheduled,01:50
CZ7467,17:45,Paris,China Southern Airlines,,,Scheduled,01:50
KQ3219,17:45,Paris,Kenya Airways,,,Scheduled,01:50
MK9385,17:45,Paris,Air Mauritius,,,Scheduled,01:50
AM6038,17:45,Paris,Aeromexico,,,Scheduled,01:50
LH0194,17:45,Berlin,Lufthansa,,,Scheduled,01:50
KL1772,17:50,Amsterdam,KLM,,,Scheduled,01:50
MF9992,17:50,Amsterdam,Xiamen Airlines,,,Scheduled,01:50
KQ1772,17:50,Amsterdam,Kenya Airways,,,Scheduled,01:50
DL9269,17:50,Amsterdam,Delta Air Lines,,,Scheduled,01:50
CZ7690,17:50,Amsterdam,China Southern Airlines,,,Scheduled,01:50
OS0132,17:50,Vienna,Austrian,,,Scheduled,01:50
NH6331,17:50,Vienna,ANA,,,Scheduled,01:50
LH6346,17:50,Vienna,Lufthansa,,,Scheduled,01:50
BA8735,17:55,London,British Airways,,,Scheduled,01:50
LH0716,17:55,Tokyo,Lufthansa,,,Scheduled,01:50
NH5854,17:55,Tokyo,ANA,,,Scheduled,01:50
LH0690,17:55,Tel Aviv-Yafo,Lufthansa,,,Scheduled,01:50
UA9122,17:55,Tel Aviv-Yafo,United Airlines,,,Scheduled,01:50
SN7169,17:55,Tel Aviv-Yafo,Brussels Airlines,,,Scheduled,01:50
NH5461,17:55,Tel Aviv-Yafo,ANA,,,Scheduled,01:50
LH0786,17:55,Qingdao,Lufthansa,,,Scheduled,01:50
CA6232,17:55,Qingdao,Air China,,,Scheduled,01:50
LH0728,18:05,Shanghai,Lufthansa,,,Scheduled,01:50
CA6228,18:05,Shanghai,Air China,,,Scheduled,01:50
LH0116,18:15,Munich,Lufthansa,,,Scheduled,01:50
SA7530,18:15,Munich,South African Airways,,,Scheduled,01:50
NH5420,18:15,Munich,ANA,,,Scheduled,01:50
CA6025,18:15,Munich,Air China,,,Scheduled,01:50
AZ0407,18:15,Rome,Alitalia,,,Scheduled,01:50
JU9347,18:15,Rome,Air Serbia,,,Scheduled,01:50
EY2869,18:15,Rome,Etihad Airways,,,Scheduled,01:50
LH1438,18:15,Saint Petersburg,Lufthansa,,,Scheduled,01:50
RO0306,18:20,Bucharest,TAROM,,,Scheduled,01:50
LH1198,18:20,Zurich,Lufthansa,,,Scheduled,01:50
LX3611,18:20,Zurich,SWISS,,,Scheduled,01:50
NH6101,18:20,Zurich,ANA,,,Scheduled,01:50
CA6213,18:20,Zurich,Air China,,,Scheduled,01:50
FR1688,18:30,Milan,Ryanair,,,Scheduled,01:50
LH0198,18:45,Berlin,Lufthansa,,,Scheduled,01:50
CA6005,18:45,Berlin,Air China,,,Scheduled,01:50
A31590,18:45,Berlin,Aegean Airlines,,,Scheduled,01:50
BT0246,18:50,Riga,Air Baltic,,,Scheduled,01:50
TP6398,18:50,Riga,TAP Portugal,,,Scheduled,01:50
EY8072,18:50,Riga,Etihad Airways,,,Scheduled,01:50
BA0911,18:50,London,British Airways,,,Scheduled,01:50
JL7132,18:50,London,JAL,,,Scheduled,01:50
DE3838,18:50,Mahe Island,Condor,,,Scheduled,01:50
KC0922,18:55,Astana,Air Astana,,,Scheduled,01:50
LH9608,18:55,Astana,Lufthansa,,,Scheduled,01:50
BM1918,19:00,Jonkoping,flybmi,,,Scheduled,01:50
LH5314,19:00,Jonkoping,Lufthansa,,,Scheduled,01:50
LH0030,19:00,Hamburg,Lufthansa,,,Scheduled,01:50
CA6015,19:00,Hamburg,Air China,,,Scheduled,01:50
CA0936,19:00,Shanghai,Air China,,,Scheduled,01:50
TP8334,19:00,Shanghai,TAP Portugal,,,Scheduled,01:50
LH7324,19:00,Shanghai,Lufthansa,,,Scheduled,01:50
LH1428,19:00,Sofia,Lufthansa,,,Scheduled,01:50
UA9270,19:00,Sofia,United Airlines,,,Scheduled,01:50
TP7538,19:00,Sofia,TAP Portugal,,,Scheduled,01:50
SK3734,19:00,Sofia,SAS,,,Scheduled,01:50
UX1506,19:10,Madrid,Air Europa,,,Scheduled,01:50
AM6923,19:10,Madrid,Aeromexico,,,Scheduled,01:50
EY4356,19:10,Madrid,Etihad Airways,,,Scheduled,01:50
SW0286,19:10,Windhoek,Air Namibia,,,Scheduled,01:50
DE6292,19:10,Windhoek,Condor,,,Scheduled,01:50
TK8340,19:10,Windhoek,Turkish Airlines,,,Scheduled,01:50
LH0118,19:15,Munich,Lufthansa,,,Scheduled,01:50
AI8811,19:15,Munich,Air India,,,Scheduled,01:50
CA0932,19:15,Beijing,Air China,,,Scheduled,01:50
TP8324,19:15,Beijing,TAP Portugal,,,Scheduled,01:50
LH7320,19:15,Beijing,Lufthansa,,,Scheduled,01:50
LA8771,19:15,Beijing,LATAM Airlines,,,Scheduled,01:50
TP0579,19:15,Lisbon,TAP Portugal,,,Scheduled,01:50
PS9979,19:15,Lisbon,UIA,,,Scheduled,01:50
BT5312,19:15,Lisbon,Air Baltic,,,Scheduled,01:50
TG7305,19:15,Lisbon,Thai Airways International,,,Scheduled,01:50
S48765,19:15,Lisbon,Azores Airlines,,,Scheduled,01:50
OU5718,19:15,Lisbon,Croatia Airlines,,,Scheduled,01:50
NH6735,19:15,Lisbon,ANA,,,Scheduled,01:50
MS9433,19:15,Lisbon,EgyptAir,,,Scheduled,01:50
LH6956,19:15,Lisbon,Lufthansa,,,Scheduled,01:50
EY5815,19:15,Lisbon,Etihad Airways,,,Scheduled,01:50
CA7047,19:15,Lisbon,Air China,,,Scheduled,01:50
AI7727,19:15,Lisbon,Air India,,,Scheduled,01:50
A31779,19:15,Lisbon,Aegean Airlines,,,Scheduled,01:50
KL1774,19:20,Amsterdam,KLM,,,Scheduled,01:50
AM6603,19:20,Amsterdam,Aeromexico,,,Scheduled,01:50
RU0166,19:20,Moscow,AirBridgeCargo,,,Scheduled,01:50
IB3131,19:20,Madrid,Iberia,,,Scheduled,01:50
BT5172,19:20,Madrid,Air Baltic,,,Scheduled,01:50
LA7102,19:20,Madrid,LATAM Airlines,,,Scheduled,01:50
JL7843,19:20,Madrid,JAL,,,Scheduled,01:50
P3A245,19:20,Dubai,Cargologicair,,,Scheduled,01:50
AY1416,19:25,Helsinki,Finnair,,,Scheduled,01:50
JL6816,19:25,Helsinki,JAL,,,Scheduled,01:50
IB0375,19:25,Helsinki,Iberia,,,Scheduled,01:50
LA0705,19:25,Madrid,LATAM Airlines,,,Scheduled,01:50
FR2424,19:25,Valencia,Ryanair,,,Scheduled,01:50
KE0906,19:30,Seoul,Korean Air,,,Scheduled,01:50
LY0356,19:30,Tel Aviv-Yafo,El Al,,,Scheduled,01:50
TP8905,19:30,Tel Aviv-Yafo,TAP Portugal,,,Scheduled,01:50
AA8382,19:30,Tel Aviv-Yafo,American Airlines,,,Scheduled,01:50
LH1228,19:40,Geneva,Lufthansa,,,Scheduled,01:50
LX3673,19:40,Geneva,SWISS,,,Scheduled,01:50
CA6049,19:40,Geneva,Air China,,,Scheduled,01:50
SV0926,19:40,Riyadh,Saudia,,,Scheduled,01:50
JL0408,19:40,Tokyo,JAL,,,Scheduled,01:50
BA4602,19:40,Tokyo,British Airways,,,Scheduled,01:50
AY5826,19:40,Tokyo,Finnair,,,Scheduled,01:50
DE2282,19:40,Mombasa,Condor,,,Scheduled,01:50
AZ0419,19:40,Milan,Alitalia,,,Scheduled,01:50
LA8071,19:45,Sao Paulo,LATAM Airlines,,,Scheduled,01:50
KE7967,19:45,Sao Paulo,Korean Air,,,Scheduled,01:50
JL5513,19:45,Sao Paulo,JAL,,,Scheduled,01:50
CA7109,19:45,Sao Paulo,Air China,,,Scheduled,01:50
LH0200,19:45,Berlin,Lufthansa,,,Scheduled,01:50
AI8867,19:45,Berlin,Air India,,,Scheduled,01:50
CA6007,19:45,Berlin,Air China,,,Scheduled,01:50
TP7710,19:45,Berlin,TAP Portugal,,,Scheduled,01:50
LO0380,19:50,Warsaw,LOT - Polish Airlines,,,Scheduled,01:50
OZ6901,19:50,Warsaw,Asiana Airlines,,,Scheduled,01:50
OU5862,19:50,Warsaw,Croatia Airlines,,,Scheduled,01:50
NH6701,19:50,Warsaw,ANA,,,Scheduled,01:50
LH5716,19:50,Warsaw,Lufthansa,,,Scheduled,01:50
AI7763,19:50,Warsaw,Air India,,,Scheduled,01:50
RU0117,19:50,Helsinki,AirBridgeCargo,,,Scheduled,01:50
SK0674,19:50,Stockholm,SAS,,,Scheduled,01:50
LH6056,19:50,Stockholm,Lufthansa,,,Scheduled,01:50
CA6820,19:50,Stockholm,Air China,,,Scheduled,01:50
OK0537,19:50,Prague,CSA,,,Scheduled,01:50
SV6043,19:50,Prague,Saudia,,,Scheduled,01:50
QS8537,19:50,Prague,SmartWings,,,Scheduled,01:50
OS0126,19:50,Vienna,Austrian,,,Scheduled,01:50
SK9442,19:50,Vienna,SAS,,,Scheduled,01:50
TG7206,19:50,Vienna,Thai Airways International,,,Scheduled,01:50
LH6338,19:50,Vienna,Lufthansa,,,Scheduled,01:50
OZ9402,19:50,Vienna,Asiana Airlines,,,Scheduled,01:50
EI0657,19:50,Dublin,Aer Lingus,,,Scheduled,01:50
EY7911,19:50,Dublin,Etihad Airways,,,Scheduled,01:50
BA8981,19:50,Dublin,British Airways,,,Scheduled,01:50
AF1119,19:55,Paris,Air France,,,Scheduled,01:50
AM6055,19:55,Paris,Aeromexico,,,Scheduled,01:50
9W6986,19:55,Paris,Jet Airways (India),,,Scheduled,01:50
MK9387,19:55,Paris,Air Mauritius,,,Scheduled,01:50
LH0920,20:00,London,Lufthansa,,,Scheduled,01:50
A31610,20:00,London,Aegean Airlines,,,Scheduled,01:50
LH0032,20:00,Hamburg,Lufthansa,,,Scheduled,01:50
TP7682,20:00,Hamburg,TAP Portugal,,,Scheduled,01:50
JP9711,20:00,Hamburg,Adria Airways,,,Scheduled,01:50
CA6013,20:00,Hamburg,Air China,,,Scheduled,01:50
BM1828,20:05,Bristol,flybmi,,,Scheduled,01:50
LH5308,20:05,Bristol,Lufthansa,,,Scheduled,01:50
DE2320,20:05,Male,Condor,,,Scheduled,01:50
W66120,20:05,Kiev,Wizz Air,,,Scheduled,01:50
BA8737,20:10,London,British Airways,,,Scheduled,01:50
KM0329,20:10,Malta,Air Malta,,,Scheduled,01:50
BT6065,20:10,Malta,Air Baltic,,,Scheduled,01:50
EY7288,20:10,Malta,Etihad Airways,,,Scheduled,01:50
LH0120,20:15,Munich,Lufthansa,,,Scheduled,01:50
TG7930,20:15,Munich,Thai Airways International,,,Scheduled,01:50
CA6027,20:15,Munich,Air China,,,Scheduled,01:50
LH1304,20:15,Istanbul,Lufthansa,,,Scheduled,01:50
NH5883,20:15,Istanbul,ANA,,,Scheduled,01:50
UA9062,20:15,Istanbul,United Airlines,,,Scheduled,01:50
LH0044,20:15,Berlin,Lufthansa,,,Scheduled,01:50
TG7668,20:15,Berlin,Thai Airways International,,,Scheduled,01:50
OU5476,20:15,Berlin,Croatia Airlines,,,Scheduled,01:50
JP9719,20:15,Berlin,Adria Airways,,,Scheduled,01:50
BA0913,20:15,London,British Airways,,,Scheduled,01:50
JL7134,20:15,London,JAL,,,Scheduled,01:50
FR0382,20:20,Dublin,Ryanair,,,Scheduled,01:50
JU0335,20:25,Belgrade,Air Serbia,,,Scheduled,01:50
YM4161,20:25,Belgrade,Montenegro Airlines,,,Scheduled,01:50
UX3630,20:25,Belgrade,Air Europa,,,Scheduled,01:50
EY6008,20:25,Belgrade,Etihad Airways,,,Scheduled,01:50
LH0258,20:25,Milan,Lufthansa,,,Scheduled,01:50
LH1404,20:30,Zagreb,Lufthansa,,,Scheduled,01:50
UA9423,20:30,Zagreb,United Airlines,,,Scheduled,01:50
TP7992,20:30,Zagreb,TAP Portugal,,,Scheduled,01:50
SK3217,20:30,Zagreb,SAS,,,Scheduled,01:50
OU5397,20:30,Zagreb,Croatia Airlines,,,Scheduled,01:50
NH6243,20:30,Zagreb,ANA,,,Scheduled,01:50
LH1422,20:30,Bucharest,Lufthansa,,,Scheduled,01:50
TP7554,20:30,Bucharest,TAP Portugal,,,Scheduled,01:50
SK3728,20:30,Bucharest,SAS,,,Scheduled,01:50
UA9387,20:30,Bucharest,United Airlines,,,Scheduled,01:50
LH0036,20:30,Hamburg,Lufthansa,,,Scheduled,01:50
TG7946,20:30,Hamburg,Thai Airways International,,,Scheduled,01:50
OU5452,20:30,Hamburg,Croatia Airlines,,,Scheduled,01:50
SK1636,20:30,Copenhagen,SAS,,,Scheduled,01:50
JP9120,20:30,Copenhagen,Adria Airways,,,Scheduled,01:50
LH6224,20:30,Copenhagen,Lufthansa,,,Scheduled,01:50
CA6869,20:30,Copenhagen,Air China,,,Scheduled,01:50
OU5656,20:30,Copenhagen,Croatia Airlines,,,Scheduled,01:50
TG7154,20:30,Copenhagen,Thai Airways International,,,Scheduled,01:50
LH1180,20:30,Porto,Lufthansa,,,Scheduled,01:50
TP6684,20:30,Porto,TAP Portugal,,,Scheduled,01:50
SK3274,20:30,Porto,SAS,,,Scheduled,01:50
NH6166,20:30,Porto,ANA,,,Scheduled,01:50
LG1519,20:30,Porto,Luxair,,,Scheduled,01:50
U25554,20:30,Berlin,easyJet,,,Scheduled,01:50
EK0048,20:30,Dubai,Emirates,,,Scheduled,01:50
QF8048,20:30,Dubai,Qantas,,,Scheduled,01:50
MH4518,20:30,Dubai,Malaysia Airlines,,,Scheduled,01:50
DE3522,20:30,Dubai,Condor,,,Scheduled,01:50
LH1090,20:30,Marseille,Lufthansa,,,Scheduled,01:50
SK3149,20:30,Marseille,SAS,,,Scheduled,01:50
LH1380,20:40,Poznan,Lufthansa,,,Scheduled,01:50
LO5512,20:40,Poznan,LOT - Polish Airlines,,,Scheduled,01:50
LH0376,20:40,Friedrichshafen,Lufthansa,,,Scheduled,01:50
CA6285,20:40,Friedrichshafen,Air China,,,Scheduled,01:50
LH1172,20:40,Lisbon,Lufthansa,,,Scheduled,01:50
TP6706,20:40,Lisbon,TAP Portugal,,,Scheduled,01:50
TG7676,20:40,Lisbon,Thai Airways International,,,Scheduled,01:50
SK3256,20:40,Lisbon,SAS,,,Scheduled,01:50
OS7395,20:40,Lisbon,Austrian,,,Scheduled,01:50
NH6061,20:40,Lisbon,ANA,,,Scheduled,01:50
LH0290,20:40,Bologna,Lufthansa,,,Scheduled,01:50
LG1435,20:40,Bologna,Luxair,,,Scheduled,01:50
CA6117,20:40,Bologna,Air China,,,Scheduled,01:50
LH0888,20:40,Vilnius,Lufthansa,,,Scheduled,01:50
NH6121,20:40,Vilnius,ANA,,,Scheduled,01:50
A31466,20:40,Vilnius,Aegean Airlines,,,Scheduled,01:50
SN7085,20:40,Vilnius,Brussels Airlines,,,Scheduled,01:50
LH0884,20:40,Tallinn,Lufthansa,,,Scheduled,01:50
NH6066,20:40,Tallinn,ANA,,,Scheduled,01:50
OS7423,20:40,Tallinn,Austrian,,,Scheduled,01:50
UA9249,20:40,Tallinn,United Airlines,,,Scheduled,01:50
JP0125,20:40,Ljubljana,Adria Airways,,,Scheduled,01:50
SK8935,20:40,Ljubljana,SAS,,,Scheduled,01:50
LH6906,20:40,Ljubljana,Lufthansa,,,Scheduled,01:50
AI6381,20:40,Ljubljana,Air India,,,Scheduled,01:50
NH0224,20:45,Tokyo,ANA,,,Scheduled,01:50
LH4912,20:45,Tokyo,Lufthansa,,,Scheduled,01:50
SA0261,20:45,Johannesburg,South African Airways,,,Scheduled,01:50
UA7241,20:45,Johannesburg,United Airlines,,,Scheduled,01:50
TP6811,20:45,Johannesburg,TAP Portugal,,,Scheduled,01:50
SK9361,20:45,Johannesburg,SAS,,,Scheduled,01:50
LH9544,20:45,Johannesburg,Lufthansa,,,Scheduled,01:50
AC6870,20:45,Johannesburg,Air Canada,,,Scheduled,01:50
LH1146,20:50,Bilbao,Lufthansa,,,Scheduled,01:50
SK3280,20:50,Bilbao,SAS,,,Scheduled,01:50
OS7303,20:50,Bilbao,Austrian,,,Scheduled,01:50
NH5462,20:50,Bilbao,ANA,,,Scheduled,01:50
CA6281,20:50,Bilbao,Air China,,,Scheduled,01:50
LX1077,20:50,Zurich,SWISS,,,Scheduled,01:50
LH5778,20:50,Zurich,Lufthansa,,,Scheduled,01:50
LH1208,20:50,Basel", Switzerland/Mulhouse,Lufthansa,,,Scheduled,01:50
SK3108,20:50,Basel", Switzerland/Mulhouse,SAS,,,Scheduled,01:50
LX3917,20:50,Basel", Switzerland/Mulhouse,SWISS,,,Scheduled,01:50
CA6211,20:50,Basel", Switzerland/Mulhouse,Air China,,,Scheduled,01:50
LH0068,20:50,Muenster,Lufthansa,,,Scheduled,01:50
TP7866,20:50,Muenster,TAP Portugal,,,Scheduled,01:50
LH1002,20:50,Amsterdam,Lufthansa,,,Scheduled,01:50
A31406,20:50,Amsterdam,Aegean Airlines,,,Scheduled,01:50
TG7660,20:50,Amsterdam,Thai Airways International,,,Scheduled,01:50
JP9772,20:50,Amsterdam,Adria Airways,,,Scheduled,01:50
AI8539,20:50,Amsterdam,Air India,,,Scheduled,01:50
LH1050,20:50,Paris,Lufthansa,,,Scheduled,01:50
A31452,20:50,Paris,Aegean Airlines,,,Scheduled,01:50
LH1120,20:55,Madrid,Lufthansa,,,Scheduled,01:50
SK3587,20:55,Madrid,SAS,,,Scheduled,01:50
OS7459,20:55,Madrid,Austrian,,,Scheduled,01:50
CA6009,20:55,Madrid,Air China,,,Scheduled,01:50
TG0923,20:55,Bangkok,Thai Airways International,,,Scheduled,01:50
TP8381,20:55,Bangkok,TAP Portugal,,,Scheduled,01:50
OU0415,20:55,Zagreb,Croatia Airlines,,,Scheduled,01:50
OZ9373,20:55,Zagreb,Asiana Airlines,,,Scheduled,01:50
UA7272,20:55,Zagreb,United Airlines,,,Scheduled,01:50
TP6863,20:55,Zagreb,TAP Portugal,,,Scheduled,01:50
SK9305,20:55,Zagreb,SAS,,,Scheduled,01:50
LO4275,20:55,Zagreb,LOT - Polish Airlines,,,Scheduled,01:50
LH6002,20:55,Zagreb,Lufthansa,,,Scheduled,01:50
AI7503,20:55,Zagreb,Air India,,,Scheduled,01:50
LH1402,21:10,Prague,Lufthansa,,,Scheduled,01:50
TP7934,21:10,Prague,TAP Portugal,,,Scheduled,01:50
LG1487,21:10,Prague,Luxair,,,Scheduled,01:50
LH8384,21:10,Tokyo,Lufthansa,,,Scheduled,01:50
LH0360,21:10,Bremen,Lufthansa,,,Scheduled,01:50
LG1445,21:10,Bremen,Luxair,,,Scheduled,01:50
KM2850,21:10,Bremen,Air Malta,,,Scheduled,01:50
TP7740,21:10,Bremen,TAP Portugal,,,Scheduled,01:50
CA6203,21:10,Bremen,Air China,,,Scheduled,01:50
LH1138,21:15,Barcelona,Lufthansa,,,Scheduled,01:50
TG7656,21:15,Barcelona,Thai Airways International,,,Scheduled,01:50
SK3380,21:15,Barcelona,SAS,,,Scheduled,01:50
CA6293,21:15,Barcelona,Air China,,,Scheduled,01:50
LH0202,21:15,Berlin,Lufthansa,,,Scheduled,01:50
TP7706,21:15,Berlin,TAP Portugal,,,Scheduled,01:50
LH8268,21:15,Dakar,Lufthansa,,,Scheduled,01:50
LH0122,21:15,Munich,Lufthansa,,,Scheduled,01:50
LH1230,21:20,Geneva,Lufthansa,,,Scheduled,01:50
TG7664,21:20,Geneva,Thai Airways International,,,Scheduled,01:50
LX3677,21:20,Geneva,SWISS,,,Scheduled,01:50
EN8830,21:20,Verona,Air Dolomiti,,,Scheduled,01:50
LH9510,21:20,Verona,Lufthansa,,,Scheduled,01:50
LH1068,21:20,Nice,Lufthansa,,,Scheduled,01:50
LH1342,21:20,Budapest,Lufthansa,,,Scheduled,01:50
SK3560,21:20,Budapest,SAS,,,Scheduled,01:50
TP7978,21:20,Budapest,TAP Portugal,,,Scheduled,01:50
SN7147,21:20,Budapest,Brussels Airlines,,,Scheduled,01:50
LH0304,21:20,Turin,Lufthansa,,,Scheduled,01:50
CA6197,21:20,Turin,Air China,,,Scheduled,01:50
LG1507,21:20,Turin,Luxair,,,Scheduled,01:50
LH0216,21:20,Dresden,Lufthansa,,,Scheduled,01:50
A31444,21:20,Dresden,Aegean Airlines,,,Scheduled,01:50
TP7828,21:20,Dresden,TAP Portugal,,,Scheduled,01:50
KM2870,21:20,Dresden,Air Malta,,,Scheduled,01:50
CA6043,21:20,Dresden,Air China,,,Scheduled,01:50
LH0318,21:20,Florence,Lufthansa,,,Scheduled,01:50
NH6007,21:20,Florence,ANA,,,Scheduled,01:50
CA6188,21:20,Florence,Air China,,,Scheduled,01:50
LH0892,21:25,Riga,Lufthansa,,,Scheduled,01:50
NH6056,21:25,Riga,ANA,,,Scheduled,01:50
LH1024,21:25,Brussels,Lufthansa,,,Scheduled,01:50
TG7662,21:25,Brussels,Thai Airways International,,,Scheduled,01:50
SN7014,21:25,Brussels,Brussels Airlines,,,Scheduled,01:50
CA6129,21:25,Brussels,Air China,,,Scheduled,01:50
A31434,21:25,Brussels,Aegean Airlines,,,Scheduled,01:50
LH0854,21:25,Helsinki,Lufthansa,,,Scheduled,01:50
UA9579,21:25,Helsinki,United Airlines,,,Scheduled,01:50
