Flight,Time,Destination,Carrier,Terminal,Gate,Status,Duration
TP7908,21:25,Helsinki,TAP Portugal,,,Scheduled,01:50
SN7107,21:25,Helsinki,Brussels Airlines,,,Scheduled,01:50
OS7443,21:25,Helsinki,Austrian,,,Scheduled,01:50
NH6173,21:25,Helsinki,ANA,,,Scheduled,01:50
CA6099,21:25,Helsinki,Air China,,,Scheduled,01:50
LH0948,21:25,Manchester,Lufthansa,,,Scheduled,01:50
OS7375,21:25,Manchester,Austrian,,,Scheduled,01:50
NH5865,21:25,Manchester,ANA,,,Scheduled,01:50
LH0808,21:30,Stockholm,Lufthansa,,,Scheduled,01:50
A31400,21:30,Stockholm,Aegean Airlines,,,Scheduled,01:50
SQ2106,21:30,Stockholm,Singapore Airlines,,,Scheduled,01:50
SK3610,21:30,Stockholm,SAS,,,Scheduled,01:50
NH6189,21:30,Stockholm,ANA,,,Scheduled,01:50
LG1405,21:30,Stockholm,Luxair,,,Scheduled,01:50
AI8504,21:30,Stockholm,Air India,,,Scheduled,01:50
LH1370,21:30,Krakow,Lufthansa,,,Scheduled,01:50
LO5506,21:30,Krakow,LOT - Polish Airlines,,,Scheduled,01:50
SN7121,21:30,Krakow,Brussels Airlines,,,Scheduled,01:50
NH5891,21:30,Krakow,ANA,,,Scheduled,01:50
LH0922,21:30,London,Lufthansa,,,Scheduled,01:50
OU5488,21:30,London,Croatia Airlines,,,Scheduled,01:50
LH0034,21:30,Hamburg,Lufthansa,,,Scheduled,01:50
TP7696,21:30,Hamburg,TAP Portugal,,,Scheduled,01:50
LH0332,21:30,Venice,Lufthansa,,,Scheduled,01:50
LG1525,21:30,Venice,Luxair,,,Scheduled,01:50
CA6095,21:30,Venice,Air China,,,Scheduled,01:50
LH0088,21:30,Dusseldorf,Lufthansa,,,Scheduled,01:50
JP9784,21:30,Dusseldorf,Adria Airways,,,Scheduled,01:50
CA6035,21:30,Dusseldorf,Air China,,,Scheduled,01:50
TP7760,21:30,Dusseldorf,TAP Portugal,,,Scheduled,01:50
SQ2080,21:30,Dusseldorf,Singapore Airlines,,,Scheduled,01:50
TG7954,21:30,Dusseldorf,Thai Airways International,,,Scheduled,01:50
OU5416,21:30,Dusseldorf,Croatia Airlines,,,Scheduled,01:50
AI8851,21:30,Dusseldorf,Air India,,,Scheduled,01:50
AI0120,21:30,Delhi,Air India,,,Scheduled,01:50
TP7028,21:30,Delhi,TAP Portugal,,,Scheduled,01:50
LH7252,21:30,Delhi,Lufthansa,,,Scheduled,01:50
JP9420,21:30,Delhi,Adria Airways,,,Scheduled,01:50
ET0707,21:35,Addis Ababa,Ethiopian Airlines,,,Scheduled,01:50
UA7214,21:35,Addis Ababa,United Airlines,,,Scheduled,01:50
TP8989,21:35,Addis Ababa,TAP Portugal,,,Scheduled,01:50
NH5351,21:35,Addis Ababa,ANA,,,Scheduled,01:50
LH9694,21:35,Addis Ababa,Lufthansa,,,Scheduled,01:50
LH0164,21:40,Leipzig/Halle,Lufthansa,,,Scheduled,01:50
TP7844,21:40,Leipzig/Halle,TAP Portugal,,,Scheduled,01:50
SQ2066,21:40,Leipzig/Halle,Singapore Airlines,,,Scheduled,01:50
CA6087,21:40,Leipzig/Halle,Air China,,,Scheduled,01:50
A31496,21:40,Leipzig/Halle,Aegean Airlines,,,Scheduled,01:50
LH0398,21:40,Luxembourg,Lufthansa,,,Scheduled,01:50
LG1908,21:40,Luxembourg,Luxair,,,Scheduled,01:50
LH0982,21:40,Dublin,Lufthansa,,,Scheduled,01:50
SQ2158,21:40,Dublin,Singapore Airlines,,,Scheduled,01:50
OS7471,21:40,Dublin,Austrian,,,Scheduled,01:50
NH5456,21:40,Dublin,ANA,,,Scheduled,01:50
LH1378,21:40,Gdansk,Lufthansa,,,Scheduled,01:50
UA9262,21:40,Gdansk,United Airlines,,,Scheduled,01:50
LO5402,21:40,Gdansk,LOT - Polish Airlines,,,Scheduled,01:50
OS0258,21:40,Graz,Austrian,,,Scheduled,01:50
LH1582,21:40,Graz,Lufthansa,,,Scheduled,01:50
LH0864,21:40,Oslo,Lufthansa,,,Scheduled,01:50
SK3644,21:40,Oslo,SAS,,,Scheduled,01:50
NH6185,21:40,Oslo,ANA,,,Scheduled,01:50
AI8534,21:40,Oslo,Air India,,,Scheduled,01:50
A31414,21:40,Oslo,Aegean Airlines,,,Scheduled,01:50
LH1082,21:45,Lyon,Lufthansa,,,Scheduled,01:50
SQ2182,21:45,Lyon,Singapore Airlines,,,Scheduled,01:50
SK3339,21:45,Lyon,SAS,,,Scheduled,01:50
LO4733,21:45,Lyon,LOT - Polish Airlines,,,Scheduled,01:50
OS0288,21:45,Innsbruck,Austrian,,,Scheduled,01:50
LH1590,21:45,Innsbruck,Lufthansa,,,Scheduled,01:50
LH1374,21:50,Wroclaw,Lufthansa,,,Scheduled,01:50
LO5398,21:50,Wroclaw,LOT - Polish Airlines,,,Scheduled,01:50
LH1410,21:50,Belgrade,Lufthansa,,,Scheduled,01:50
UA9400,21:50,Belgrade,United Airlines,,,Scheduled,01:50
SK3124,21:50,Belgrade,SAS,,,Scheduled,01:50
LH1246,21:50,Vienna,Lufthansa,,,Scheduled,01:50
OS7210,21:50,Vienna,Austrian,,,Scheduled,01:50
SK3729,21:50,Vienna,SAS,,,Scheduled,01:50
SQ2082,21:50,Vienna,Singapore Airlines,,,Scheduled,01:50
TG7682,21:50,Vienna,Thai Airways International,,,Scheduled,01:50
LH0820,21:50,Gothenburg,Lufthansa,,,Scheduled,01:50
TP7504,21:50,Gothenburg,TAP Portugal,,,Scheduled,01:50
SQ2188,21:50,Gothenburg,Singapore Airlines,,,Scheduled,01:50
SN7069,21:50,Gothenburg,Brussels Airlines,,,Scheduled,01:50
SK3690,21:50,Gothenburg,SAS,,,Scheduled,01:50
OS7433,21:50,Gothenburg,Austrian,,,Scheduled,01:50
NH6193,21:50,Gothenburg,ANA,,,Scheduled,01:50
A31430,21:50,Gothenburg,Aegean Airlines,,,Scheduled,01:50
LH0842,21:50,Billund,Lufthansa,,,Scheduled,01:50
TP7568,21:50,Billund,TAP Portugal,,,Scheduled,01:50
SQ2179,21:50,Billund,Singapore Airlines,,,Scheduled,01:50
LH1256,21:50,Linz,Lufthansa,,,Scheduled,01:50
SQ2072,21:50,Linz,Singapore Airlines,,,Scheduled,01:50
SK8548,21:50,Linz,SAS,,,Scheduled,01:50
OS7218,21:50,Linz,Austrian,,,Scheduled,01:50
LH1318,21:55,Algiers,Lufthansa,,,Scheduled,01:50
AC9358,21:55,Algiers,Air Canada,,,Scheduled,01:50
LH0506,21:55,Sao Paulo,Lufthansa,,,Scheduled,01:50
SQ2196,21:55,Sao Paulo,Singapore Airlines,,,Scheduled,01:50
NH5896,21:55,Sao Paulo,ANA,,,Scheduled,01:50
CA6251,21:55,Sao Paulo,Air China,,,Scheduled,01:50
DE2290,21:55,Cape Town,Condor,,,Scheduled,01:50
LH0136,21:55,Stuttgart,Lufthansa,,,Scheduled,01:50
TP7658,21:55,Stuttgart,TAP Portugal,,,Scheduled,01:50
TG7966,21:55,Stuttgart,Thai Airways International,,,Scheduled,01:50
SQ2054,21:55,Stuttgart,Singapore Airlines,,,Scheduled,01:50
JP9786,21:55,Stuttgart,Adria Airways,,,Scheduled,01:50
CA6065,21:55,Stuttgart,Air China,,,Scheduled,01:50
AI8829,21:55,Stuttgart,Air India,,,Scheduled,01:50
LH0778,21:55,Singapore,Lufthansa,,,Scheduled,01:50
SQ2007,21:55,Singapore,Singapore Airlines,,,Scheduled,01:50
SN7270,21:55,Singapore,Brussels Airlines,,,Scheduled,01:50
LH0242,21:55,Rome,Lufthansa,,,Scheduled,01:50
SQ0325,21:55,Singapore,Singapore Airlines,,,Scheduled,01:50
VA5678,21:55,Singapore,Virgin Australia,,,Scheduled,01:50
TP8417,21:55,Singapore,TAP Portugal,,,Scheduled,01:50
OU5810,21:55,Singapore,Croatia Airlines,,,Scheduled,01:50
NZ3325,21:55,Singapore,Air New Zealand,,,Scheduled,01:50
LH9764,21:55,Singapore,Lufthansa,,,Scheduled,01:50
JP9452,21:55,Singapore,Adria Airways,,,Scheduled,01:50
A31204,21:55,Singapore,Aegean Airlines,,,Scheduled,01:50
LH0958,21:55,Birmingham,Lufthansa,,,Scheduled,01:50
SQ2144,21:55,Birmingham,Singapore Airlines,,,Scheduled,01:50
LH0278,21:55,Milan,Lufthansa,,,Scheduled,01:50
EN0278,21:55,Milan,Air Dolomiti,,,Scheduled,01:50
LH0572,22:00,Johannesburg,Lufthansa,,,Scheduled,01:50
UA9138,22:00,Johannesburg,United Airlines,,,Scheduled,01:50
SN7206,22:00,Johannesburg,Brussels Airlines,,,Scheduled,01:50
SA7572,22:00,Johannesburg,South African Airways,,,Scheduled,01:50
OS7315,22:00,Johannesburg,Austrian,,,Scheduled,01:50
NH5422,22:00,Johannesburg,ANA,,,Scheduled,01:50
LH0772,22:00,Bangkok,Lufthansa,,,Scheduled,01:50
LH1362,22:05,Katowice,Lufthansa,,,Scheduled,01:50
LO5364,22:05,Katowice,LOT - Polish Airlines,,,Scheduled,01:50
LH0500,22:05,Rio De Janeiro,Lufthansa,,,Scheduled,01:50
SQ2194,22:05,Rio De Janeiro,Singapore Airlines,,,Scheduled,01:50
NH5898,22:05,Rio De Janeiro,ANA,,,Scheduled,01:50
LX4044,22:05,Rio De Janeiro,SWISS,,,Scheduled,01:50
EY4160,22:05,Rio De Janeiro,Etihad Airways,,,Scheduled,01:50
LH0832,22:05,Copenhagen,Lufthansa,,,Scheduled,01:50
SQ2020,22:05,Copenhagen,Singapore Airlines,,,Scheduled,01:50
SK3616,22:05,Copenhagen,SAS,,,Scheduled,01:50
JP9753,22:05,Copenhagen,Adria Airways,,,Scheduled,01:50
AI8576,22:05,Copenhagen,Air India,,,Scheduled,01:50
A31404,22:05,Copenhagen,Aegean Airlines,,,Scheduled,01:50
LH0576,22:10,Cape Town,Lufthansa,,,Scheduled,01:50
UA9574,22:10,Cape Town,United Airlines,,,Scheduled,01:50
SA7590,22:10,Cape Town,South African Airways,,,Scheduled,01:50
LH0510,22:15,Buenos Aires,Lufthansa,,,Scheduled,01:50
LH0796,22:15,Hong Kong,Lufthansa,,,Scheduled,01:50
NZ4212,22:15,Hong Kong,Air New Zealand,,,Scheduled,01:50
LH1326,22:15,Tunis,Lufthansa,,,Scheduled,01:50
SU2305,22:15,Moscow,Aeroflot,,,Scheduled,01:50
